station,U type,an_point,lv
สถานีรถไฟตรัง,SF,77.93,3.0
สถานีรถไฟตรัง,SK,0.0,3.0
สถานีรถไฟตรัง,SV,44.0,3.0
สถานีรถไฟตรัง,TA,52.08,3.0
สถานีรถไฟตรัง,VA,62.08,3.0
สถานีรถไฟตรัง,VC,0.0,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),AA,50.0,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),MA,67.22,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),NH,25.0,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),NW,67.83,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),SF,75.24,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),SK,0.0,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),SV,80.0,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),TA,48.33,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),VA,57.83,3.0
สถานีรถไฟปัตตานี (โคกโพธิ์),VC,0.0,3.0
สถานีรถไฟพัทลุง,AA,69.17,3.0
สถานีรถไฟพัทลุง,MA,81.38,3.0
สถานีรถไฟพัทลุง,NH,27.5,3.0
สถานีรถไฟพัทลุง,NW,80.24,3.0
สถานีรถไฟพัทลุง,SF,89.33,3.0
สถานีรถไฟพัทลุง,SK,0.0,3.0
สถานีรถไฟพัทลุง,SV,58.0,3.0
สถานีรถไฟพัทลุง,TA,59.2,3.0
สถานีรถไฟพัทลุง,VA,73.75,3.0
สถานีรถไฟพัทลุง,VC,0.0,3.0
สถานีรถไฟยะลา,AA,58.12,3.0
สถานีรถไฟยะลา,MA,62.35,3.0
สถานีรถไฟยะลา,NH,26.0,3.0
สถานีรถไฟยะลา,NW,61.0,3.0
สถานีรถไฟยะลา,SF,77.3,3.0
สถานีรถไฟยะลา,SK,0.0,3.0
สถานีรถไฟยะลา,SV,44.0,3.0
สถานีรถไฟยะลา,TA,34.69,3.0
สถานีรถไฟยะลา,VA,61.35,3.0
สถานีรถไฟยะลา,VC,0.0,3.0
สถานีรถไฟสุราษฎร์ธานี,AA,66.52,3.0
สถานีรถไฟสุราษฎร์ธานี,MA,73.46,3.0
สถานีรถไฟสุราษฎร์ธานี,NH,30.0,3.0
สถานีรถไฟสุราษฎร์ธานี,NW,72.03,3.0
สถานีรถไฟสุราษฎร์ธานี,SF,81.67,3.0
สถานีรถไฟสุราษฎร์ธานี,SK,0.0,3.0
สถานีรถไฟสุราษฎร์ธานี,SV,100.0,3.0
สถานีรถไฟสุราษฎร์ธานี,TA,49.06,3.0
สถานีรถไฟสุราษฎร์ธานี,VA,48.89,3.0
สถานีรถไฟสุราษฎร์ธานี,VC,0.0,3.0
สถานีรถไฟสุไหงโก-ลก,AA,76.0,3.0
สถานีรถไฟสุไหงโก-ลก,MA,75.76,3.0
สถานีรถไฟสุไหงโก-ลก,NH,66.0,3.0
สถานีรถไฟสุไหงโก-ลก,NW,73.42,3.0
สถานีรถไฟสุไหงโก-ลก,SF,56.92,3.0
สถานีรถไฟสุไหงโก-ลก,SK,0.0,3.0
สถานีรถไฟสุไหงโก-ลก,SV,57.5,3.0
สถานีรถไฟสุไหงโก-ลก,TA,41.03,3.0
สถานีรถไฟสุไหงโก-ลก,VA,54.63,3.0
สถานีรถไฟสุไหงโก-ลก,VC,0.0,3.0
