station,U type,an_point,lv
สถานีรถไฟสุราษฎร์ธานี,NW,72.97,1.0
สถานีรถไฟสุราษฎร์ธานี,SF,93.85,1.0
สถานีรถไฟสุราษฎร์ธานี,SK,0.0,1.0
สถานีรถไฟสุราษฎร์ธานี,SV,100.0,1.0
สถานีรถไฟสุราษฎร์ธานี,TA,71.0,1.0
สถานีรถไฟสุราษฎร์ธานี,VA,44.67,1.0
สถานีรถไฟสุราษฎร์ธานี,VC,0.0,1.0
สถานีรถไฟสุไหงโก-ลก,AA,30.0,1.0
สถานีรถไฟสุไหงโก-ลก,MA,65.26,1.0
สถานีรถไฟสุไหงโก-ลก,NH,30.0,1.0
สถานีรถไฟสุไหงโก-ลก,NW,80.87,1.0
สถานีรถไฟสุไหงโก-ลก,SF,77.14,1.0
สถานีรถไฟสุไหงโก-ลก,SK,0.0,1.0
สถานีรถไฟสุไหงโก-ลก,SV,66.67,1.0
สถานีรถไฟสุไหงโก-ลก,TA,70.0,1.0
สถานีรถไฟสุไหงโก-ลก,VA,50.74,1.0
สถานีรถไฟสุไหงโก-ลก,VC,0.0,1.0
ท่าอากาศยานกระบี่,AA,80.53,2.0
ท่าอากาศยานกระบี่,MA,75.28,2.0
ท่าอากาศยานกระบี่,NH,100.0,2.0
ท่าอากาศยานกระบี่,NW,87.77,2.0
ท่าอากาศยานกระบี่,SF,95.0,2.0
ท่าอากาศยานกระบี่,SK,0.0,2.0
ท่าอากาศยานกระบี่,SV,100.0,2.0
ท่าอากาศยานกระบี่,TA,60.53,2.0
ท่าอากาศยานกระบี่,VA,54.68,2.0
ท่าอากาศยานกระบี่,VC,0.0,2.0
ท่าอากาศยานชุมพร,AA,66.84,2.0
ท่าอากาศยานชุมพร,MA,84.13,2.0
ท่าอากาศยานชุมพร,NH,76.67,2.0
ท่าอากาศยานชุมพร,NW,85.09,2.0
ท่าอากาศยานชุมพร,SF,85.37,2.0
ท่าอากาศยานชุมพร,SK,0.0,2.0
ท่าอากาศยานชุมพร,SV,100.0,2.0
ท่าอากาศยานชุมพร,TA,47.8,2.0
ท่าอากาศยานชุมพร,VA,62.73,2.0
ท่าอากาศยานชุมพร,VC,0.0,2.0
ท่าอากาศยานตรัง,AA,75.83,2.0
ท่าอากาศยานตรัง,MA,79.1,2.0
ท่าอากาศยานตรัง,NH,100.0,2.0
ท่าอากาศยานตรัง,NW,87.85,2.0
ท่าอากาศยานตรัง,SF,96.25,2.0
ท่าอากาศยานตรัง,SK,0.0,2.0
ท่าอากาศยานตรัง,SV,0.0,2.0
ท่าอากาศยานตรัง,TA,53.08,2.0
ท่าอากาศยานตรัง,VA,65.87,2.0
ท่าอากาศยานตรัง,VC,0.0,2.0
ท่าอากาศยานนครศรีธรรมราช,AA,76.67,2.0
ท่าอากาศยานนครศรีธรรมราช,MA,78.74,2.0
ท่าอากาศยานนครศรีธรรมราช,NH,100.0,2.0
ท่าอากาศยานนครศรีธรรมราช,NW,84.42,2.0
ท่าอากาศยานนครศรีธรรมราช,SF,93.33,2.0
ท่าอากาศยานนครศรีธรรมราช,SK,0.0,2.0
ท่าอากาศยานนครศรีธรรมราช,SV,72.0,2.0
ท่าอากาศยานนครศรีธรรมราช,TA,67.89,2.0
ท่าอากาศยานนครศรีธรรมราช,VA,57.11,2.0
ท่าอากาศยานนครศรีธรรมราช,VC,0.0,2.0
ท่าอากาศยานนราธิวาส,AA,46.43,2.0
ท่าอากาศยานนราธิวาส,MA,67.32,2.0
ท่าอากาศยานนราธิวาส,NH,37.5,2.0
ท่าอากาศยานนราธิวาส,NW,83.51,2.0
ท่าอากาศยานนราธิวาส,SF,86.67,2.0
ท่าอากาศยานนราธิวาส,SK,0.0,2.0
ท่าอากาศยานนราธิวาส,SV,30.0,2.0
ท่าอากาศยานนราธิวาส,TA,56.09,2.0
ท่าอากาศยานนราธิวาส,VA,60.77,2.0
ท่าอากาศยานนราธิวาส,VC,0.0,2.0
ท่าอากาศยานนานาชาติภูเก็ต,AA,77.24,2.0
ท่าอากาศยานนานาชาติภูเก็ต,MA,75.66,2.0
ท่าอากาศยานนานาชาติภูเก็ต,NH,66.67,2.0
ท่าอากาศยานนานาชาติภูเก็ต,NW,90.86,2.0
ท่าอากาศยานนานาชาติภูเก็ต,SF,97.65,2.0
ท่าอากาศยานนานาชาติภูเก็ต,SK,0.0,2.0
ท่าอากาศยานนานาชาติภูเก็ต,SV,86.0,2.0
ท่าอากาศยานนานาชาติภูเก็ต,TA,78.78,2.0
ท่าอากาศยานนานาชาติภูเก็ต,VA,66.59,2.0
ท่าอากาศยานนานาชาติภูเก็ต,VC,0.0,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,AA,55.12,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,MA,82.85,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,NH,22.11,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,NW,86.71,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,SF,79.43,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,SK,0.0,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,SV,100.0,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,TA,58.99,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,VA,65.99,2.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,VC,0.0,2.0
ท่าอากาศยานหาดใหญ่,AA,75.0,2.0
ท่าอากาศยานหาดใหญ่,MA,89.93,2.0
ท่าอากาศยานหาดใหญ่,NH,77.69,2.0
ท่าอากาศยานหาดใหญ่,NW,89.61,2.0
ท่าอากาศยานหาดใหญ่,SF,87.92,2.0
ท่าอากาศยานหาดใหญ่,SK,0.0,2.0
ท่าอากาศยานหาดใหญ่,SV,100.0,2.0
ท่าอากาศยานหาดใหญ่,TA,63.78,2.0
ท่าอากาศยานหาดใหญ่,VA,71.94,2.0
ท่าอากาศยานหาดใหญ่,VC,0.0,2.0
ท่าอากาศยานเบตง,AA,74.55,2.0
ท่าอากาศยานเบตง,MA,78.13,2.0
ท่าอากาศยานเบตง,NH,82.5,2.0
ท่าอากาศยานเบตง,NW,91.79,2.0
ท่าอากาศยานเบตง,SF,82.96,2.0
ท่าอากาศยานเบตง,SK,0.0,2.0
ท่าอากาศยานเบตง,SV,30.0,2.0
ท่าอากาศยานเบตง,TA,72.45,2.0
ท่าอากาศยานเบตง,VA,63.85,2.0
ท่าอากาศยานเบตง,VC,0.0,2.0
ท่าเทียบเรือปากเมง,AA,67.78,2.0
ท่าเทียบเรือปากเมง,MA,65.5,2.0
ท่าเทียบเรือปากเมง,NH,25.0,2.0
ท่าเทียบเรือปากเมง,NW,75.93,2.0
ท่าเทียบเรือปากเมง,SF,81.33,2.0
ท่าเทียบเรือปากเมง,SK,0.0,2.0
ท่าเทียบเรือปากเมง,SV,0.0,2.0
ท่าเทียบเรือปากเมง,TA,49.41,2.0
ท่าเทียบเรือปากเมง,VA,44.44,2.0
ท่าเทียบเรือปากเมง,VC,0.0,2.0
ท่าเทียบเรือศุลกากร ระนอง,AA,67.0,2.0
ท่าเทียบเรือศุลกากร ระนอง,MA,75.28,2.0
ท่าเทียบเรือศุลกากร ระนอง,NH,0.0,2.0
ท่าเทียบเรือศุลกากร ระนอง,NW,68.17,2.0
ท่าเทียบเรือศุลกากร ระนอง,SF,77.11,2.0
ท่าเทียบเรือศุลกากร ระนอง,SK,0.0,2.0
ท่าเทียบเรือศุลกากร ระนอง,SV,58.0,2.0
ท่าเทียบเรือศุลกากร ระนอง,TA,51.35,2.0
ท่าเทียบเรือศุลกากร ระนอง,VA,44.48,2.0
ท่าเทียบเรือศุลกากร ระนอง,VC,0.0,2.0
ท่าเทียบเรือหลักเมือง,AA,100.0,2.0
ท่าเทียบเรือหลักเมือง,MA,62.67,2.0
ท่าเทียบเรือหลักเมือง,NH,0.0,2.0
ท่าเทียบเรือหลักเมือง,NW,58.75,2.0
ท่าเทียบเรือหลักเมือง,SF,91.11,2.0
ท่าเทียบเรือหลักเมือง,SK,0.0,2.0
ท่าเทียบเรือหลักเมือง,SV,0.0,2.0
ท่าเทียบเรือหลักเมือง,TA,45.71,2.0
ท่าเทียบเรือหลักเมือง,VA,30.0,2.0
ท่าเทียบเรือหลักเมือง,VC,0.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),AA,46.67,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),MA,78.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),NH,20.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),NW,65.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),SF,60.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),SK,0.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),SV,0.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),TA,65.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),VA,80.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),VC,0.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),AA,73.33,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),MA,30.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),NH,0.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),NW,33.18,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),SF,20.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),SK,0.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),SV,0.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),TA,70.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),VA,20.0,2.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),VC,0.0,2.0
ท่าเรือคงคา,AA,58.33,2.0
ท่าเรือคงคา,MA,65.33,2.0
ท่าเรือคงคา,NH,0.0,2.0
ท่าเรือคงคา,NW,62.97,2.0
ท่าเรือคงคา,SF,82.22,2.0
ท่าเรือคงคา,SK,0.0,2.0
ท่าเรือคงคา,SV,44.0,2.0
ท่าเรือคงคา,TA,50.0,2.0
ท่าเรือคงคา,VA,42.5,2.0
ท่าเรือคงคา,VC,0.0,2.0
ท่าเรือทุ่งมะขามน้อย,AA,79.29,2.0
ท่าเรือทุ่งมะขามน้อย,MA,66.57,2.0
ท่าเรือทุ่งมะขามน้อย,NH,20.0,2.0
ท่าเรือทุ่งมะขามน้อย,NW,73.07,2.0
ท่าเรือทุ่งมะขามน้อย,SF,81.54,2.0
ท่าเรือทุ่งมะขามน้อย,SK,0.0,2.0
ท่าเรือทุ่งมะขามน้อย,SV,44.0,2.0
ท่าเรือทุ่งมะขามน้อย,TA,58.57,2.0
ท่าเรือทุ่งมะขามน้อย,VA,51.38,2.0
ท่าเรือทุ่งมะขามน้อย,VC,0.0,2.0
ท่าเรือปากบารา,AA,35.71,2.0
ท่าเรือปากบารา,MA,75.82,2.0
ท่าเรือปากบารา,NH,0.0,2.0
ท่าเรือปากบารา,NW,77.12,2.0
ท่าเรือปากบารา,SF,89.19,2.0
ท่าเรือปากบารา,SK,0.0,2.0
ท่าเรือปากบารา,SV,0.0,2.0
ท่าเรือปากบารา,TA,40.37,2.0
ท่าเรือปากบารา,VA,62.83,2.0
ท่าเรือปากบารา,VC,0.0,2.0
ท่าเรือรัษฎา,AA,63.0,2.0
ท่าเรือรัษฎา,MA,74.41,2.0
ท่าเรือรัษฎา,NH,20.0,2.0
ท่าเรือรัษฎา,NW,74.17,2.0
ท่าเรือรัษฎา,SF,85.12,2.0
ท่าเรือรัษฎา,SK,0.0,2.0
ท่าเรือรัษฎา,SV,44.0,2.0
ท่าเรือรัษฎา,TA,43.16,2.0
ท่าเรือรัษฎา,VA,53.33,2.0
ท่าเรือรัษฎา,VC,0.0,2.0
ท่าเรือสวนเจ้าฟ้า,AA,72.5,2.0
ท่าเรือสวนเจ้าฟ้า,MA,65.83,2.0
ท่าเรือสวนเจ้าฟ้า,NH,0.0,2.0
ท่าเรือสวนเจ้าฟ้า,NW,73.29,2.0
ท่าเรือสวนเจ้าฟ้า,SF,84.0,2.0
ท่าเรือสวนเจ้าฟ้า,SK,0.0,2.0
ท่าเรือสวนเจ้าฟ้า,SV,44.0,2.0
ท่าเรือสวนเจ้าฟ้า,TA,48.0,2.0
ท่าเรือสวนเจ้าฟ้า,VA,37.5,2.0
ท่าเรือสวนเจ้าฟ้า,VC,0.0,2.0
ท่าเรือสุระกุล,AA,35.0,2.0
ท่าเรือสุระกุล,MA,80.0,2.0
ท่าเรือสุระกุล,NH,0.0,2.0
ท่าเรือสุระกุล,NW,68.84,2.0
ท่าเรือสุระกุล,SF,80.0,2.0
ท่าเรือสุระกุล,SK,0.0,2.0
ท่าเรือสุระกุล,SV,44.0,2.0
ท่าเรือสุระกุล,TA,47.78,2.0
ท่าเรือสุระกุล,VA,29.09,2.0
ท่าเรือสุระกุล,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,AA,56.67,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,MA,77.05,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,NH,53.33,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,NW,83.06,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,SF,95.2,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,SV,30.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,TA,50.43,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,VA,55.56,2.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,AA,44.12,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,MA,71.03,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,NH,25.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,NW,74.34,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,SF,82.22,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,SV,44.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,TA,50.5,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,VA,83.85,2.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,AA,46.25,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,MA,74.42,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,NH,85.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,NW,61.76,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,SF,90.95,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,SV,44.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,TA,47.2,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,VA,54.86,2.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,AA,55.33,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,MA,70.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,NH,45.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,NW,87.48,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,SF,91.11,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,SV,44.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,TA,53.55,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,VA,61.25,2.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,AA,67.5,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,MA,68.15,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,NH,25.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,NW,83.38,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,SF,91.76,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,SV,58.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,TA,51.79,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,VA,51.25,2.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,AA,58.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,MA,80.45,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,NH,20.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,NW,81.12,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,SF,90.48,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,SV,30.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,TA,64.69,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,VA,59.12,2.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,AA,52.73,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,MA,79.14,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,NH,23.33,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,NW,77.75,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,SF,90.34,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,SV,44.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,TA,43.7,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,VA,74.58,2.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,AA,51.67,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,MA,82.03,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,NH,100.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,NW,79.59,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,SF,94.55,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,SV,100.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,TA,51.33,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,VA,57.07,2.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,AA,54.29,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,MA,80.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,NH,100.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,NW,80.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,SF,88.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,SV,44.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,TA,43.46,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,VA,42.76,2.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,VC,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,AA,52.86,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,MA,76.88,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,NH,65.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,NW,76.58,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,SF,70.43,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,SK,0.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,SV,72.0,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,TA,52.86,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,VA,58.72,2.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,VC,0.0,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),AA,47.5,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),MA,81.33,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),NH,60.0,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),NW,75.88,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),SF,85.88,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),SK,0.0,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),SV,44.0,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),TA,42.5,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),VA,64.12,2.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),VC,0.0,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,AA,63.57,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,MA,63.95,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,NH,20.0,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,NW,78.2,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,SF,85.45,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,SK,0.0,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,SV,30.0,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,TA,41.11,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,VA,42.17,2.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,VC,0.0,2.0
สถานีขนส่งสตูล,AA,46.36,2.0
สถานีขนส่งสตูล,MA,76.0,2.0
สถานีขนส่งสตูล,NH,20.0,2.0
สถานีขนส่งสตูล,NW,81.79,2.0
สถานีขนส่งสตูล,SF,82.22,2.0
สถานีขนส่งสตูล,SK,0.0,2.0
สถานีขนส่งสตูล,SV,44.0,2.0
สถานีขนส่งสตูล,TA,62.11,2.0
สถานีขนส่งสตูล,VA,76.67,2.0
สถานีขนส่งสตูล,VC,0.0,2.0
สถานีขนส่งหาดใหญ่,AA,51.67,2.0
สถานีขนส่งหาดใหญ่,MA,82.16,2.0
สถานีขนส่งหาดใหญ่,NH,40.0,2.0
สถานีขนส่งหาดใหญ่,NW,65.38,2.0
สถานีขนส่งหาดใหญ่,SF,95.29,2.0
สถานีขนส่งหาดใหญ่,SK,0.0,2.0
สถานีขนส่งหาดใหญ่,SV,47.5,2.0
สถานีขนส่งหาดใหญ่,TA,39.57,2.0
สถานีขนส่งหาดใหญ่,VA,58.18,2.0
สถานีขนส่งหาดใหญ่,VC,0.0,2.0
สถานีรถไฟชุมทางทุ่งสง,AA,54.0,2.0
สถานีรถไฟชุมทางทุ่งสง,MA,74.73,2.0
สถานีรถไฟชุมทางทุ่งสง,NH,60.0,2.0
สถานีรถไฟชุมทางทุ่งสง,NW,76.77,2.0
สถานีรถไฟชุมทางทุ่งสง,SF,91.11,2.0
สถานีรถไฟชุมทางทุ่งสง,SK,0.0,2.0
สถานีรถไฟชุมทางทุ่งสง,SV,58.0,2.0
สถานีรถไฟชุมทางทุ่งสง,TA,53.33,2.0
สถานีรถไฟชุมทางทุ่งสง,VA,61.32,2.0
สถานีรถไฟชุมทางทุ่งสง,VC,0.0,2.0
สถานีรถไฟชุมทางหาดใหญ่,AA,74.17,2.0
สถานีรถไฟชุมทางหาดใหญ่,MA,80.82,2.0
สถานีรถไฟชุมทางหาดใหญ่,NH,65.0,2.0
สถานีรถไฟชุมทางหาดใหญ่,NW,78.77,2.0
สถานีรถไฟชุมทางหาดใหญ่,SF,85.56,2.0
สถานีรถไฟชุมทางหาดใหญ่,SK,0.0,2.0
สถานีรถไฟชุมทางหาดใหญ่,SV,44.0,2.0
สถานีรถไฟชุมทางหาดใหญ่,TA,50.97,2.0
สถานีรถไฟชุมทางหาดใหญ่,VA,56.79,2.0
สถานีรถไฟชุมทางหาดใหญ่,VC,0.0,2.0
สถานีรถไฟชุมพร,AA,60.0,2.0
สถานีรถไฟชุมพร,MA,70.6,2.0
สถานีรถไฟชุมพร,NH,41.43,2.0
สถานีรถไฟชุมพร,NW,57.45,2.0
สถานีรถไฟชุมพร,SF,85.14,2.0
สถานีรถไฟชุมพร,SK,0.0,2.0
สถานีรถไฟชุมพร,SV,44.0,2.0
สถานีรถไฟชุมพร,TA,47.58,2.0
สถานีรถไฟชุมพร,VA,50.95,2.0
สถานีรถไฟชุมพร,VC,0.0,2.0
สถานีรถไฟตรัง,AA,74.44,2.0
สถานีรถไฟตรัง,MA,83.0,2.0
สถานีรถไฟตรัง,NH,25.0,2.0
สถานีรถไฟตรัง,NW,77.7,2.0
สถานีรถไฟตรัง,SF,83.33,2.0
สถานีรถไฟตรัง,SK,0.0,2.0
สถานีรถไฟตรัง,SV,44.0,2.0
สถานีรถไฟตรัง,TA,53.04,2.0
สถานีรถไฟตรัง,VA,66.67,2.0
สถานีรถไฟตรัง,VC,0.0,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),AA,66.0,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),MA,69.71,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),NH,25.0,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),NW,72.19,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),SF,87.5,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),SK,0.0,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),SV,80.0,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),TA,49.13,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),VA,63.68,2.0
สถานีรถไฟปัตตานี (โคกโพธิ์),VC,0.0,2.0
สถานีรถไฟพัทลุง,AA,68.75,2.0
สถานีรถไฟพัทลุง,MA,83.39,2.0
